reading_id,timestamp,site_id,zone_id,sensor_id,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,signal_dbm,sensor_battery_pct,angular_crack_velocity_product,crack_expansion_ratio,moisture_weighted_tilt,hazard_index_H,risk_class
166,2026-01-07T22:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.38,0.04,0.53,0,0.39,23,-68,79,0.004,0,0.087,0.056,Normal
167,2026-01-07T23:00:00.000Z,raniganj-south-slope,zone-a,TL-301,3.97,1.04,8.89,1.24,3.24,71,-75,65,1.394,0.138,2.819,0.683,Critical
168,2026-01-08T00:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0.22,0,1.21,0.3,0.31,25,-74,95,0,0.229,0.055,0.09,Normal
169,2026-01-08T01:00:00.000Z,singareni-s4,zone-b,EX-201,0.9,0.18,0.21,0,0.46,27,-83,84,0.018,0,0.243,0.123,Normal
170,2026-01-08T02:00:00.000Z,jharia-open-pit,zone-c,PZ-401,0.27,0.14,1.9,0.04,1.26,36,-73,85,0.02,0.02,0.097,0.187,Normal
171,2026-01-08T03:00:00.000Z,singareni-s4,zone-b,EX-201,0.99,0.16,1.99,0,0,26,-76,73,0.016,0,0.257,0.095,Normal
172,2026-01-08T04:00:00.000Z,singareni-s4,zone-d,PZ-401,0,0.22,0,0,0.56,22,-73,70,0.022,0,0,0.131,Normal
173,2026-01-08T05:00:00.000Z,singareni-s4,zone-b,PZ-401,0.77,0.09,0.77,0.1,0,24,-81,66,0.018,0.115,0.185,0.172,Normal
174,2026-01-08T06:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.58,0.11,0.22,0.19,2,19,-77,61,0.032,0.594,0.11,0.138,Normal
175,2026-01-08T07:00:00.000Z,raniganj-south-slope,zone-c,EX-201,0,0.08,0,0.42,0.21,25,-72,97,0.042,4.2,0,0.134,Normal
176,2026-01-08T08:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.14,0.24,0.93,0,0.72,25,-75,87,0.024,0,0.285,0.141,Normal
177,2026-01-08T09:00:00.000Z,singareni-s4,zone-a,SN-101,0.98,0,1.03,0,0.05,22,-77,95,0,0,0.216,0.071,Normal
178,2026-01-08T10:00:00.000Z,singareni-s4,zone-d,EX-201,0.09,0.08,0,0.24,0.1,23,-80,71,0.027,2.4,0.021,0.053,Normal
179,2026-01-08T11:00:00.000Z,jharia-open-pit,zone-c,PZ-401,2.43,0.37,2.27,0.5,0.81,50,-76,88,0.222,0.211,1.215,0.327,Warning
180,2026-01-08T12:00:00.000Z,singareni-s4,zone-b,SN-101,0.65,0.06,1.49,0,0.62,23,-77,72,0.006,0,0.15,0.1,Normal
181,2026-01-08T13:00:00.000Z,korba-west-bench,zone-d,SN-101,1.86,0.49,5.13,0.41,1.9,49,-80,74,0.25,0.078,0.911,0.384,Warning
182,2026-01-08T14:00:00.000Z,singareni-s4,zone-c,TL-301,1.82,0.3,2.65,0.64,1.85,45,-82,97,0.222,0.233,0.819,0.33,Warning
183,2026-01-08T15:00:00.000Z,korba-west-bench,zone-d,EX-201,0,0,0.94,0.41,0,45,-69,68,0,0.394,0,-0.05,Normal
184,2026-01-08T16:00:00.000Z,singareni-s4,zone-d,EX-201,0.7,0.22,0,0.06,0.72,31,-60,89,0.035,0.6,0.217,0.057,Normal
185,2026-01-08T17:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.44,0.11,1.42,0,1.01,19,-83,69,0.011,0,0.084,0.055,Normal
186,2026-01-08T18:00:00.000Z,korba-west-bench,zone-c,PZ-401,1.3,0.36,3.13,0.34,2.1,57,-65,78,0.158,0.105,0.741,0.252,Normal
187,2026-01-08T19:00:00.000Z,singareni-s4,zone-c,SN-101,0,0,0.49,0.07,0.51,11,-82,94,0,0.119,0,0.006,Normal
188,2026-01-08T20:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.64,0.12,0.55,0.01,1.03,21,-78,82,0.013,0.015,0.134,0.205,Normal
189,2026-01-08T21:00:00.000Z,singareni-s4,zone-a,TL-301,2.05,0.26,2.01,0.66,1.69,38,-81,73,0.198,0.313,0.779,0.208,Normal
190,2026-01-08T22:00:00.000Z,jharia-open-pit,zone-a,PZ-401,0.34,0.23,0,0.1,0.23,30,-61,77,0.046,1,0.102,0.114,Normal
191,2026-01-08T23:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0.51,0.05,0.58,0.1,0.23,10,-83,87,0.01,0.147,0.051,0.123,Normal
192,2026-01-09T00:00:00.000Z,singareni-s4,zone-d,SN-101,0.53,0.23,0,0,0.67,10,-76,71,0.023,0,0.053,0.046,Normal
193,2026-01-09T01:00:00.000Z,raniganj-south-slope,zone-b,SN-101,1.99,0.58,3.48,0.37,2.68,64,-82,61,0.273,0.103,1.274,0.394,Warning
194,2026-01-09T02:00:00.000Z,jharia-open-pit,zone-c,TL-301,3.8,0.88,7.76,1.28,3.34,64,-70,61,1.214,0.163,2.432,0.691,Critical
195,2026-01-09T03:00:00.000Z,singareni-s4,zone-a,EX-201,0,0,0,0.27,1.46,31,-75,95,0,2.7,0,0.078,Normal
196,2026-01-09T04:00:00.000Z,singareni-s4,zone-c,PZ-401,3.29,0.8,6.79,1.28,3.04,83,-69,75,1.104,0.186,2.731,0.558,Critical
197,2026-01-09T05:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.73,0.12,0.55,0.04,0,43,-68,87,0.017,0.062,0.314,0.141,Normal
198,2026-01-09T06:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.29,0.27,3.32,0.25,1.66,30,-61,84,0.095,0.073,0.387,0.179,Normal
199,2026-01-09T07:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.65,0.39,3.21,0.53,1.61,46,-80,76,0.246,0.16,0.759,0.268,Normal
200,2026-01-09T08:00:00.000Z,singareni-s4,zone-d,SN-101,0.58,0.15,1.66,0.17,0,30,-81,99,0.041,0.097,0.174,0.183,Normal
201,2026-01-09T09:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.79,0.05,1.63,0,0.49,31,-77,93,0.005,0,0.245,0.125,Normal
202,2026-01-09T10:00:00.000Z,korba-west-bench,zone-b,SN-101,3.77,0.86,7.67,1.37,3.29,67,-71,60,1.264,0.176,2.526,0.635,Critical
203,2026-01-09T11:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.27,0,0.25,0,0.85,24,-79,93,0,0,0.065,0.139,Normal
204,2026-01-09T12:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,3.08,0.8,5.8,1.32,3.61,72,-83,86,1.136,0.224,2.218,0.645,Critical
205,2026-01-09T13:00:00.000Z,korba-west-bench,zone-b,SN-101,1.44,0.29,1.97,0.63,1.33,46,-72,75,0.212,0.304,0.662,0.261,Normal
206,2026-01-09T14:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,0.21,0.2,1.24,0.27,0.64,29,-83,87,0.074,0.201,0.061,0.139,Normal
207,2026-01-09T15:00:00.000Z,raniganj-south-slope,zone-a,EX-201,3.31,0.89,8.28,1.27,2.93,82,-83,67,1.219,0.152,2.714,0.686,Critical
208,2026-01-09T16:00:00.000Z,singareni-s4,zone-c,EX-201,1.51,0.16,2.78,0.5,1.87,30,-63,92,0.096,0.174,0.453,0.186,Normal
209,2026-01-09T17:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.62,0.08,1.3,0.01,1.32,35,-62,86,0.009,0.007,0.217,0.165,Normal
210,2026-01-09T18:00:00.000Z,singareni-s4,zone-a,TL-301,0.52,0.05,0,0.02,0,33,-74,90,0.006,0.2,0.172,0.108,Normal
211,2026-01-09T19:00:00.000Z,singareni-s4,zone-c,TL-301,0.57,0.03,0.57,0.24,1.52,17,-74,82,0.01,0.358,0.097,0.133,Normal
212,2026-01-09T20:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.94,0.38,0.18,0,0.82,29,-80,99,0.038,0,0.273,0.139,Normal
213,2026-01-09T21:00:00.000Z,singareni-s4,zone-b,PZ-401,0.35,0.05,2.15,0,0.62,27,-72,64,0.005,0,0.095,0.111,Normal
214,2026-01-09T22:00:00.000Z,korba-west-bench,zone-c,PZ-401,1.98,0.3,3.45,0.5,2.16,48,-68,83,0.18,0.141,0.95,0.287,Normal
215,2026-01-09T23:00:00.000Z,jharia-open-pit,zone-b,SN-101,3.83,0.85,7.61,1.23,3.54,72,-64,76,1.131,0.16,2.758,0.674,Critical
216,2026-01-10T00:00:00.000Z,korba-west-bench,zone-a,SN-101,2.63,0.33,2.69,0.43,2.13,38,-80,74,0.175,0.154,0.999,0.322,Warning
217,2026-01-10T01:00:00.000Z,korba-west-bench,zone-d,PZ-401,3.21,0.94,8.66,1.31,3.61,72,-79,69,1.325,0.15,2.311,0.696,Critical
218,2026-01-10T02:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.74,0.22,3.07,0.61,1.44,48,-70,95,0.156,0.192,0.835,0.295,Normal
219,2026-01-10T03:00:00.000Z,raniganj-south-slope,zone-a,TL-301,1.31,0.2,3.95,0.19,1.98,38,-70,81,0.058,0.047,0.498,0.238,Normal
220,2026-01-10T04:00:00.000Z,jharia-open-pit,zone-a,PZ-401,3.25,0.75,7.46,1.31,3.5,73,-75,84,1.058,0.173,2.373,0.59,Critical
221,2026-01-10T05:00:00.000Z,korba-west-bench,zone-d,EX-201,0.14,0,1.1,0.26,0.98,25,-79,70,0,0.217,0.035,0.108,Normal
222,2026-01-10T06:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.51,0.64,3.58,0.5,1.58,53,-68,61,0.384,0.136,0.8,0.299,Normal
223,2026-01-10T07:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.42,0.07,0.84,0,0.48,24,-81,69,0.007,0,0.101,0.095,Normal
224,2026-01-10T08:00:00.000Z,jharia-open-pit,zone-c,SN-101,1.66,0.27,2.51,0.45,1.03,37,-85,76,0.149,0.172,0.614,0.284,Normal
225,2026-01-10T09:00:00.000Z,jharia-open-pit,zone-b,EX-201,1.81,0.43,2.76,0.39,1.5,60,-81,74,0.211,0.136,1.086,0.281,Normal
226,2026-01-10T10:00:00.000Z,korba-west-bench,zone-a,TL-301,4.12,0.99,7.26,1.45,4.04,77,-76,73,1.534,0.197,3.172,0.818,Critical
227,2026-01-10T11:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.01,0,0.29,0,0.12,21,-64,81,0,0,0.212,0.068,Normal
228,2026-01-10T12:00:00.000Z,singareni-s4,zone-d,EX-201,3.75,0.8,5.78,1.29,3.46,72,-70,84,1.112,0.219,2.7,0.626,Critical
229,2026-01-10T13:00:00.000Z,raniganj-south-slope,zone-a,TL-301,1.56,0.24,3.25,0.35,1.34,41,-73,70,0.108,0.104,0.64,0.232,Normal
230,2026-01-10T14:00:00.000Z,raniganj-south-slope,zone-a,SN-101,1.07,0.07,0.17,0.02,0.68,30,-69,98,0.008,0.074,0.321,0.069,Normal
231,2026-01-10T15:00:00.000Z,raniganj-south-slope,zone-c,EX-201,0.11,0,1.85,0.08,0.49,22,-81,92,0,0.041,0.024,0.104,Normal
232,2026-01-10T16:00:00.000Z,singareni-s4,zone-d,SN-101,1.6,0.21,3.85,0.31,1.4,43,-73,60,0.086,0.078,0.688,0.293,Normal
233,2026-01-10T17:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.27,0.07,1.04,0,0.29,25,-62,65,0.007,0,0.068,0.115,Normal
234,2026-01-10T18:00:00.000Z,korba-west-bench,zone-d,TL-301,1.21,0.49,3.66,0.52,2.38,39,-72,77,0.304,0.138,0.472,0.32,Warning
235,2026-01-10T19:00:00.000Z,singareni-s4,zone-d,EX-201,3.61,0.8,9.38,0.99,4.01,56,-72,98,0.872,0.104,2.022,0.629,Critical
236,2026-01-10T20:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.38,0,1.32,0.16,0.15,15,-69,61,0,0.113,0.057,0.01,Normal
237,2026-01-10T21:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.61,0.05,0.48,0,0.18,20,-73,60,0.005,0,0.122,0.006,Normal
238,2026-01-10T22:00:00.000Z,korba-west-bench,zone-c,EX-201,0.45,0.35,0.97,0.16,0.18,35,-83,98,0.091,0.15,0.158,0.166,Normal
239,2026-01-10T23:00:00.000Z,singareni-s4,zone-a,EX-201,0.82,0.11,1.55,0.27,0.34,22,-76,61,0.041,0.164,0.18,0.192,Normal
240,2026-01-11T00:00:00.000Z,singareni-s4,zone-d,SN-101,0,0.05,0.24,0.09,0.38,29,-81,89,0.01,0.265,0,0.093,Normal
241,2026-01-11T01:00:00.000Z,singareni-s4,zone-c,SN-101,2.28,0.23,3.25,0.31,1.88,56,-74,83,0.094,0.093,1.277,0.337,Warning
242,2026-01-11T02:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0,0.05,0.29,0.19,0.22,10,-79,74,0.015,0.487,0,-0.002,Normal
243,2026-01-11T03:00:00.000Z,singareni-s4,zone-d,PZ-401,0,0,0.17,0.19,0.78,34,-69,80,0,0.704,0,0.116,Normal
244,2026-01-11T04:00:00.000Z,singareni-s4,zone-a,PZ-401,0.8,0,0.56,0.32,0.71,27,-71,73,0,0.485,0.216,0.089,Normal
245,2026-01-11T05:00:00.000Z,korba-west-bench,zone-a,EX-201,0.62,0.21,0,0.1,0.8,37,-72,89,0.042,1,0.229,0.145,Normal
246,2026-01-11T06:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0,0.07,0,0.19,1.57,20,-83,74,0.02,1.9,0,0.027,Normal
247,2026-01-11T07:00:00.000Z,jharia-open-pit,zone-d,TL-301,3.61,0.97,7.7,1.2,3.33,73,-69,79,1.261,0.154,2.635,0.727,Critical
248,2026-01-11T08:00:00.000Z,jharia-open-pit,zone-d,TL-301,0.51,0,1.33,0.01,0.54,29,-81,80,0,0.007,0.148,0.046,Normal
249,2026-01-11T09:00:00.000Z,korba-west-bench,zone-a,SN-101,0.59,0.12,0.06,0.19,0.22,22,-85,66,0.035,1.188,0.13,0.128,Normal
250,2026-01-11T10:00:00.000Z,korba-west-bench,zone-b,SN-101,0,0.23,0,0.1,0.51,28,-76,92,0.046,1,0,0.068,Normal
251,2026-01-11T11:00:00.000Z,singareni-s4,zone-a,PZ-401,0.33,0.26,0.38,0.13,0.38,10,-76,72,0.06,0.271,0.033,0.103,Normal
252,2026-01-11T12:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.02,0.06,0,0.2,1.16,39,-84,70,0.018,2,0.398,0.163,Normal
253,2026-01-11T13:00:00.000Z,singareni-s4,zone-c,TL-301,1.28,0.4,2.89,0.34,0.98,55,-61,60,0.176,0.114,0.704,0.262,Normal
254,2026-01-11T14:00:00.000Z,korba-west-bench,zone-d,EX-201,3.4,1.07,6.32,1.04,4.13,79,-63,83,1.22,0.162,2.686,0.616,Critical
255,2026-01-11T15:00:00.000Z,singareni-s4,zone-d,EX-201,0.56,0.18,1.84,0.14,0,28,-72,97,0.043,0.072,0.157,0.125,Normal
256,2026-01-11T16:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.58,0.13,1.7,0.38,0.81,27,-78,94,0.062,0.211,0.157,0.158,Normal
257,2026-01-11T17:00:00.000Z,korba-west-bench,zone-a,SN-101,0.45,0.07,0.56,0,0.42,21,-79,90,0.007,0,0.095,0.083,Normal
258,2026-01-11T18:00:00.000Z,korba-west-bench,zone-d,PZ-401,0,0.01,0.47,0.04,0.22,37,-78,87,0.001,0.07,0,0.103,Normal
259,2026-01-11T19:00:00.000Z,singareni-s4,zone-d,SN-101,0,0.03,0.51,0.03,0.87,26,-81,71,0.004,0.049,0,0.061,Normal
260,2026-01-11T20:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.79,0.13,0,0.26,0.4,13,-83,71,0.047,2.6,0.103,0.115,Normal
261,2026-01-11T21:00:00.000Z,jharia-open-pit,zone-a,TL-301,1.55,0.35,3.55,0.2,1.65,53,-84,80,0.105,0.055,0.822,0.292,Normal
262,2026-01-11T22:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.13,0.17,0,0.01,0.74,18,-84,84,0.019,0.1,0.023,0.122,Normal
263,2026-01-11T23:00:00.000Z,singareni-s4,zone-d,SN-101,2.16,0.44,4.07,0.51,2.03,44,-82,66,0.268,0.122,0.95,0.324,Warning
264,2026-01-12T00:00:00.000Z,raniganj-south-slope,zone-b,EX-201,1.15,0.46,4.47,0.48,1.87,43,-61,68,0.267,0.105,0.494,0.279,Normal
265,2026-01-12T01:00:00.000Z,jharia-open-pit,zone-b,TL-301,2.01,0.15,3.14,0.34,1.93,46,-63,79,0.066,0.105,0.925,0.278,Normal
266,2026-01-12T02:00:00.000Z,korba-west-bench,zone-d,EX-201,0,0,0.67,0.24,0.73,21,-85,63,0,0.312,0,0.07,Normal
267,2026-01-12T03:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.5,0.05,0.09,0.22,0.78,22,-65,96,0.016,1.158,0.11,0.037,Normal
268,2026-01-12T04:00:00.000Z,singareni-s4,zone-c,EX-201,3.49,1.19,7.29,1.14,3.36,71,-84,96,1.476,0.154,2.478,0.648,Critical
269,2026-01-12T05:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.66,0.02,1,0,0.43,14,-84,77,0.002,0,0.092,0.083,Normal
270,2026-01-12T06:00:00.000Z,jharia-open-pit,zone-a,SN-101,0.21,0.18,0.38,0.23,0,23,-83,69,0.059,0.479,0.048,0.052,Normal
271,2026-01-12T07:00:00.000Z,korba-west-bench,zone-a,PZ-401,2.06,0.32,4.07,0.29,1.17,54,-81,100,0.125,0.07,1.112,0.352,Warning
272,2026-01-12T08:00:00.000Z,jharia-open-pit,zone-c,PZ-401,0.1,0,0.38,0.01,0,36,-75,93,0,0.021,0.036,0.064,Normal
273,2026-01-12T09:00:00.000Z,korba-west-bench,zone-b,SN-101,0.5,0.09,1.45,0.07,0.74,32,-73,92,0.015,0.045,0.16,0.071,Normal
274,2026-01-12T10:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.11,0.06,1.39,0.01,0,10,-63,86,0.007,0.007,0.011,0.092,Normal
275,2026-01-12T11:00:00.000Z,singareni-s4,zone-b,TL-301,1.06,0.29,2.53,0.32,2.43,51,-63,96,0.122,0.122,0.541,0.266,Normal
276,2026-01-12T12:00:00.000Z,korba-west-bench,zone-a,SN-101,1.35,0.37,1.44,0.82,2.04,42,-62,97,0.34,0.532,0.567,0.342,Warning
277,2026-01-12T13:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.32,0.23,0.76,0.22,0.9,17,-65,95,0.074,0.256,0.054,0.117,Normal
278,2026-01-12T14:00:00.000Z,korba-west-bench,zone-b,PZ-401,0.08,0.15,1.72,0.2,0,28,-79,84,0.045,0.11,0.022,0.097,Normal
279,2026-01-12T15:00:00.000Z,korba-west-bench,zone-b,TL-301,0,0,0.71,0.09,1.11,11,-82,98,0,0.111,0,0.11,Normal
280,2026-01-12T16:00:00.000Z,korba-west-bench,zone-c,SN-101,0,0.15,0,0.06,1.24,36,-61,81,0.024,0.6,0,0.132,Normal
281,2026-01-12T17:00:00.000Z,singareni-s4,zone-b,PZ-401,0.28,0.28,0.14,0.27,0,32,-75,87,0.104,1.125,0.09,0.161,Normal
282,2026-01-12T18:00:00.000Z,jharia-open-pit,zone-d,TL-301,2.47,0.51,4.16,0.36,1.51,37,-71,85,0.235,0.085,0.914,0.397,Warning
283,2026-01-12T19:00:00.000Z,korba-west-bench,zone-c,TL-301,0.14,0.22,1.15,0.09,0.42,11,-77,96,0.042,0.072,0.015,0.052,Normal
284,2026-01-12T20:00:00.000Z,singareni-s4,zone-b,PZ-401,0.12,0.03,0.89,0.15,1.04,16,-76,92,0.007,0.152,0.019,0.084,Normal
285,2026-01-12T21:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,2.14,0.31,2.81,0.66,1.82,52,-79,76,0.236,0.227,1.113,0.341,Warning
286,2026-01-12T22:00:00.000Z,korba-west-bench,zone-a,PZ-401,2.01,0.31,3.61,0.58,2.57,57,-69,89,0.211,0.156,1.146,0.365,Warning
287,2026-01-12T23:00:00.000Z,jharia-open-pit,zone-d,PZ-401,4.16,0.83,6.55,1.31,3.42,72,-67,100,1.17,0.197,2.995,0.694,Critical
288,2026-01-13T00:00:00.000Z,singareni-s4,zone-c,PZ-401,0.07,0.07,1.99,0.15,0.56,10,-84,77,0.018,0.072,0.007,0.029,Normal
289,2026-01-13T01:00:00.000Z,korba-west-bench,zone-d,EX-201,1.04,0,1.14,0.24,0.32,27,-66,68,0,0.194,0.281,0.151,Normal
290,2026-01-13T02:00:00.000Z,jharia-open-pit,zone-d,PZ-401,0.29,0.07,1.1,0.08,0.77,22,-66,84,0.013,0.067,0.064,0.121,Normal
291,2026-01-13T03:00:00.000Z,singareni-s4,zone-b,EX-201,0.72,0,1.68,0.08,1.18,27,-75,81,0,0.045,0.194,0.065,Normal
292,2026-01-13T04:00:00.000Z,korba-west-bench,zone-a,EX-201,0.18,0.12,0,0.15,1.06,22,-79,71,0.03,1.5,0.04,0.126,Normal
293,2026-01-13T05:00:00.000Z,korba-west-bench,zone-d,SN-101,0.73,0,0.07,0.05,1.32,29,-62,66,0,0.294,0.212,0.046,Normal
294,2026-01-13T06:00:00.000Z,jharia-open-pit,zone-a,SN-101,0.67,0.14,0,0.11,0.42,21,-77,64,0.029,1.1,0.141,0.098,Normal
295,2026-01-13T07:00:00.000Z,jharia-open-pit,zone-c,SN-101,1.45,0.43,3.7,0.57,1.79,45,-67,100,0.288,0.15,0.652,0.338,Warning
296,2026-01-13T08:00:00.000Z,korba-west-bench,zone-c,EX-201,0.65,0.1,1.26,0,1.25,18,-70,66,0.01,0,0.117,0.153,Normal
297,2026-01-13T09:00:00.000Z,korba-west-bench,zone-a,EX-201,2.16,0.48,3.11,0.54,2.36,67,-81,90,0.307,0.168,1.447,0.413,Warning
298,2026-01-13T10:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.51,0,0.35,0.1,0.55,22,-74,70,0,0.222,0.112,0.082,Normal
299,2026-01-13T11:00:00.000Z,jharia-open-pit,zone-c,TL-301,0.35,0.05,0,0.23,0.55,18,-73,91,0.017,2.3,0.063,0.062,Normal
300,2026-01-13T12:00:00.000Z,korba-west-bench,zone-b,SN-101,1.41,0.37,4.1,0.36,1.55,39,-70,79,0.17,0.086,0.55,0.305,Warning
301,2026-01-13T13:00:00.000Z,korba-west-bench,zone-d,EX-201,0.44,0.05,1.16,0,0.46,28,-68,99,0.005,0,0.123,0.065,Normal
302,2026-01-13T14:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,2.04,0.27,1.6,0.24,1.16,60,-83,91,0.092,0.141,1.224,0.305,Warning
303,2026-01-13T15:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.98,0.43,4.2,0.5,1.66,56,-71,66,0.258,0.116,1.109,0.389,Warning
304,2026-01-13T16:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.8,0,0.4,0,1.19,20,-79,72,0,0,0.16,0.096,Normal
305,2026-01-13T17:00:00.000Z,korba-west-bench,zone-d,TL-301,1.54,0.42,2.55,0.13,1.96,52,-67,69,0.097,0.049,0.801,0.319,Warning
306,2026-01-13T18:00:00.000Z,singareni-s4,zone-a,TL-301,3.61,0.93,7.57,1.22,2.61,69,-81,78,1.228,0.159,2.491,0.647,Critical
307,2026-01-13T19:00:00.000Z,singareni-s4,zone-d,TL-301,0.28,0,0.91,0.14,0.2,32,-61,93,0,0.139,0.09,0.109,Normal
308,2026-01-13T20:00:00.000Z,singareni-s4,zone-c,SN-101,3.6,0.83,7.13,1.29,3.12,64,-78,81,1.154,0.178,2.304,0.633,Critical
309,2026-01-13T21:00:00.000Z,jharia-open-pit,zone-a,SN-101,0,0.07,1.14,0.17,0.27,37,-65,90,0.019,0.137,0,-0.013,Normal
310,2026-01-13T22:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.75,0.44,3.23,0.59,1.59,44,-77,67,0.304,0.177,0.77,0.328,Warning
311,2026-01-13T23:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.92,0.16,2.55,0.8,1.5,54,-79,94,0.144,0.302,1.037,0.337,Warning
312,2026-01-14T00:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.88,0.11,0.24,0,0.18,31,-76,82,0.011,0,0.273,0.063,Normal
313,2026-01-14T01:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.47,0,1.85,0.41,0.55,21,-82,75,0,0.21,0.099,0.064,Normal
314,2026-01-14T02:00:00.000Z,jharia-open-pit,zone-d,SN-101,3.81,0.88,7.87,0.97,3.23,77,-66,90,0.942,0.122,2.934,0.694,Critical
315,2026-01-14T03:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.56,0,1.46,0.31,0.7,32,-60,81,0,0.199,0.179,0.095,Normal
316,2026-01-14T04:00:00.000Z,korba-west-bench,zone-b,EX-201,0.59,0.22,0.34,0.05,0.14,21,-66,78,0.033,0.114,0.124,0.128,Normal
317,2026-01-14T05:00:00.000Z,singareni-s4,zone-a,TL-301,0.13,0.04,0.68,0.03,0.41,17,-69,90,0.005,0.038,0.022,0.037,Normal
318,2026-01-14T06:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.65,0.14,0.96,0.32,0.1,10,-63,71,0.059,0.302,0.065,0.076,Normal
319,2026-01-14T07:00:00.000Z,korba-west-bench,zone-c,SN-101,0.01,0.04,1.57,0.04,1.08,31,-60,65,0.006,0.024,0.003,0.087,Normal
320,2026-01-14T08:00:00.000Z,singareni-s4,zone-c,SN-101,2.03,0.3,2.88,0.48,1.56,44,-65,62,0.174,0.161,0.893,0.267,Normal
321,2026-01-14T09:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.36,0.09,1.79,0,0.57,28,-76,97,0.009,0,0.101,0.077,Normal
322,2026-01-14T10:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.21,0,0,0.06,0.07,15,-76,73,0,0.6,0.032,0.046,Normal
323,2026-01-14T11:00:00.000Z,singareni-s4,zone-c,EX-201,0,0.02,0.51,0.16,0.13,38,-63,67,0.005,0.262,0,0.089,Normal
324,2026-01-14T12:00:00.000Z,singareni-s4,zone-c,PZ-401,1.64,0.51,3.92,0.25,1.48,45,-65,64,0.178,0.062,0.738,0.291,Normal
325,2026-01-14T13:00:00.000Z,korba-west-bench,zone-d,SN-101,1.57,0.24,2.09,0.56,1.64,48,-83,97,0.158,0.256,0.754,0.257,Normal
326,2026-01-14T14:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.38,0.13,1.37,0.27,0.94,10,-84,65,0.048,0.184,0.038,0.101,Normal
327,2026-01-14T15:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.72,0.14,1.85,0.05,0.16,23,-73,78,0.021,0.026,0.166,0.181,Normal
328,2026-01-14T16:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.69,0.05,0.51,0,0.2,23,-67,63,0.005,0,0.159,0.126,Normal
329,2026-01-14T17:00:00.000Z,singareni-s4,zone-a,TL-301,1.44,0.26,2.88,0.37,1.05,52,-74,79,0.122,0.124,0.749,0.263,Normal
330,2026-01-14T18:00:00.000Z,jharia-open-pit,zone-c,TL-301,3.9,0.8,7.78,1.15,3.49,76,-85,100,1,0.146,2.964,0.636,Critical
331,2026-01-14T19:00:00.000Z,raniganj-south-slope,zone-c,SN-101,0.5,0.15,0.78,0.15,0.34,14,-61,70,0.037,0.17,0.07,0.147,Normal
332,2026-01-14T20:00:00.000Z,korba-west-bench,zone-d,SN-101,1.01,0,0.4,0,1.08,29,-83,82,0,0,0.293,0.108,Normal
