reading_id,timestamp,site_id,zone_id,sensor_id,ground_displacement_mm,displacement_rate_mm_hr,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,sensor_battery_pct,risk_class
187,2026-01-08T19:00:00.000Z,singareni-s4,zone-d,EX-201,20.07,4.26,2.58,1.21,8.17,0.77,6.19,87,66,Critical
188,2026-01-08T20:00:00.000Z,korba-west-bench,zone-a,PZ-401,5.71,1.29,2.35,0.33,1.65,0.56,1.85,56,69,Warning
189,2026-01-08T21:00:00.000Z,singareni-s4,zone-c,SN-102,14.60,2.65,5.08,1.53,5.26,2.24,3.56,58,96,Critical
190,2026-01-08T22:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.77,0.66,0.47,0.06,0.45,0.17,0.41,37,63,Normal
191,2026-01-08T23:00:00.000Z,raniganj-south-slope,zone-a,SN-101,2.46,0.65,0.01,0.08,0.90,0.04,0.98,38,63,Normal
192,2026-01-09T00:00:00.000Z,korba-west-bench,zone-d,EX-201,3.60,0.72,0.40,0.14,0.61,0.01,0.15,32,99,Normal
193,2026-01-09T01:00:00.000Z,korba-west-bench,zone-a,SN-102,20.83,3.28,3.88,1.61,12.06,1.61,5.65,92,77,Critical
194,2026-01-09T02:00:00.000Z,raniganj-south-slope,zone-a,SN-101,1.84,0.41,0.80,0.07,0.10,0.05,0.22,17,70,Normal
195,2026-01-09T03:00:00.000Z,singareni-s4,zone-c,SN-102,1.22,0.22,0.75,0.03,0.11,0.01,0.05,35,67,Normal
196,2026-01-09T04:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.69,0.20,0.68,0.02,0.43,0.04,0.79,35,78,Normal
197,2026-01-09T05:00:00.000Z,singareni-s4,zone-c,PZ-401,4.02,0.42,0.32,0.15,1.38,0.17,0.08,29,71,Normal
198,2026-01-09T06:00:00.000Z,raniganj-south-slope,zone-c,SN-102,15.71,6.88,3.04,0.82,11.46,2.20,3.93,58,77,Critical
199,2026-01-09T07:00:00.000Z,raniganj-south-slope,zone-c,EX-201,4.18,0.04,0.48,0.12,0.05,0.07,0.66,27,93,Normal
200,2026-01-09T08:00:00.000Z,jharia-open-pit,zone-d,SN-102,0.66,0.29,0.75,0.13,1.35,0.03,0.72,35,80,Normal
201,2026-01-09T09:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.54,0.18,0.47,0.07,0.08,0.08,0.47,21,94,Normal
202,2026-01-09T10:00:00.000Z,raniganj-south-slope,zone-d,SN-102,2.28,0.25,0.10,0.06,1.41,0.19,0.31,31,75,Normal
203,2026-01-09T11:00:00.000Z,jharia-open-pit,zone-b,SN-102,19.92,6.75,5.95,0.80,6.74,0.97,4.33,87,99,Critical
204,2026-01-09T12:00:00.000Z,singareni-s4,zone-a,TL-301,1.55,0.01,0.79,0.13,0.01,0.16,0.49,29,94,Normal
205,2026-01-09T13:00:00.000Z,jharia-open-pit,zone-a,EX-201,1.39,0.22,0.22,0.07,1.37,0.15,1.16,32,72,Normal
206,2026-01-09T14:00:00.000Z,singareni-s4,zone-b,PZ-401,5.47,1.24,2.34,0.32,2.10,0.45,2.15,41,67,Warning
207,2026-01-09T15:00:00.000Z,raniganj-south-slope,zone-b,EX-201,2.12,0.32,0.16,0.03,0.58,0.07,0.89,32,86,Normal
208,2026-01-09T16:00:00.000Z,singareni-s4,zone-b,SN-101,6.99,1.99,2.37,0.35,4.51,0.33,1.37,51,65,Warning
209,2026-01-09T17:00:00.000Z,singareni-s4,zone-a,SN-101,3.11,0.54,0.44,0.12,1.19,0.01,0.29,19,63,Normal
210,2026-01-09T18:00:00.000Z,jharia-open-pit,zone-d,EX-201,24.64,3.34,5.94,0.60,5.34,1.93,6.21,87,89,Critical
211,2026-01-09T19:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.71,0.12,0.39,0.12,0.71,0.11,0.11,35,95,Normal
212,2026-01-09T20:00:00.000Z,jharia-open-pit,zone-d,EX-201,2.84,0.58,0.06,0.08,0.66,0.19,0.27,31,86,Normal
213,2026-01-09T21:00:00.000Z,singareni-s4,zone-c,SN-102,28.10,4.52,5.71,1.07,7.08,0.99,3.66,83,96,Critical
214,2026-01-09T22:00:00.000Z,jharia-open-pit,zone-a,SN-102,1.30,0.77,0.23,0.11,0.20,0.14,0.20,20,67,Normal
215,2026-01-09T23:00:00.000Z,raniganj-south-slope,zone-d,TL-301,10.70,2.37,2.18,0.45,2.27,0.32,2.29,37,71,Warning
216,2026-01-10T00:00:00.000Z,jharia-open-pit,zone-c,PZ-401,3.09,0.71,0.43,0.08,0.28,0.15,0.16,31,85,Normal
217,2026-01-10T01:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.70,0.29,0.77,0.13,0.60,0.12,0.52,16,72,Normal
218,2026-01-10T02:00:00.000Z,jharia-open-pit,zone-a,TL-301,2.53,0.41,0.64,0.02,0.21,0.18,0.86,17,60,Normal
219,2026-01-10T03:00:00.000Z,raniganj-south-slope,zone-a,EX-201,11.37,1.15,1.60,0.20,2.36,0.49,1.32,50,77,Warning
220,2026-01-10T04:00:00.000Z,jharia-open-pit,zone-a,SN-101,4.47,0.19,0.70,0.04,0.21,0.16,0.17,22,63,Normal
221,2026-01-10T05:00:00.000Z,korba-west-bench,zone-d,SN-101,27.20,6.09,4.60,1.59,8.42,1.77,5.47,59,60,Critical
222,2026-01-10T06:00:00.000Z,raniganj-south-slope,zone-c,EX-201,2.07,0.71,0.75,0.12,1.44,0.10,0.39,33,90,Normal
223,2026-01-10T07:00:00.000Z,raniganj-south-slope,zone-c,EX-201,2.53,0.13,0.23,0.11,0.50,0.08,0.61,36,63,Normal
224,2026-01-10T08:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,10.01,1.74,1.68,0.27,3.58,0.31,1.58,61,92,Warning
225,2026-01-10T09:00:00.000Z,jharia-open-pit,zone-a,EX-201,3.79,0.50,0.41,0.07,0.01,0.07,0.55,18,74,Normal
226,2026-01-10T10:00:00.000Z,raniganj-south-slope,zone-a,TL-301,25.97,4.81,3.90,1.62,11.19,1.81,3.86,65,93,Critical
227,2026-01-10T11:00:00.000Z,singareni-s4,zone-d,EX-201,5.42,2.11,1.39,0.60,2.83,0.66,2.91,39,74,Warning
228,2026-01-10T12:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.85,0.28,0.11,0.09,0.88,0.09,0.93,34,93,Normal
229,2026-01-10T13:00:00.000Z,singareni-s4,zone-d,EX-201,5.31,0.97,1.84,0.25,3.27,0.43,2.33,56,99,Warning
230,2026-01-10T14:00:00.000Z,korba-west-bench,zone-d,EX-201,3.79,0.48,0.51,0.07,0.03,0.18,0.50,35,71,Normal
231,2026-01-10T15:00:00.000Z,korba-west-bench,zone-a,SN-101,7.54,2.37,1.22,0.58,3.60,0.44,2.31,43,99,Warning
232,2026-01-10T16:00:00.000Z,jharia-open-pit,zone-a,SN-102,27.31,3.27,4.91,0.98,5.64,1.86,5.70,64,63,Critical
233,2026-01-10T17:00:00.000Z,singareni-s4,zone-b,SN-102,0.28,0.48,0.40,0.12,1.17,0.04,1.04,18,73,Normal
234,2026-01-10T18:00:00.000Z,singareni-s4,zone-b,PZ-401,5.45,2.37,1.53,0.17,1.81,0.23,2.67,58,73,Warning
235,2026-01-10T19:00:00.000Z,korba-west-bench,zone-a,SN-101,9.81,1.02,1.06,0.35,2.33,0.26,2.67,47,63,Warning
236,2026-01-10T20:00:00.000Z,singareni-s4,zone-a,TL-301,10.88,1.56,1.14,0.37,3.01,0.49,2.78,39,75,Warning
237,2026-01-10T21:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.72,0.74,0.45,0.11,0.18,0.16,0.70,38,83,Normal
238,2026-01-10T22:00:00.000Z,korba-west-bench,zone-c,SN-102,2.38,0.63,0.39,0.09,0.77,0.01,0.43,17,61,Normal
239,2026-01-10T23:00:00.000Z,singareni-s4,zone-c,EX-201,2.14,0.19,0.04,0.02,1.22,0.12,0.38,16,82,Normal
240,2026-01-11T00:00:00.000Z,singareni-s4,zone-a,SN-101,8.00,1.04,1.51,0.53,2.38,0.34,2.17,64,95,Warning
241,2026-01-11T01:00:00.000Z,jharia-open-pit,zone-a,EX-201,7.17,1.26,2.08,0.17,4.52,0.72,2.23,50,85,Warning
242,2026-01-11T02:00:00.000Z,raniganj-south-slope,zone-b,TL-301,4.37,0.34,0.14,0.10,0.56,0.14,1.01,16,60,Normal
243,2026-01-11T03:00:00.000Z,korba-west-bench,zone-b,PZ-401,25.57,2.40,3.51,0.87,11.64,2.06,5.71,60,92,Critical
244,2026-01-11T04:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,10.88,1.78,2.10,0.33,1.87,0.72,1.29,59,78,Warning
245,2026-01-11T05:00:00.000Z,jharia-open-pit,zone-a,TL-301,2.59,0.42,0.05,0.02,0.47,0.16,0.14,32,71,Normal
246,2026-01-11T06:00:00.000Z,raniganj-south-slope,zone-a,EX-201,2.50,0.37,0.76,0.05,0.69,0.11,0.41,22,81,Normal
247,2026-01-11T07:00:00.000Z,singareni-s4,zone-d,SN-101,1.59,0.41,0.33,0.12,0.29,0.13,0.96,35,73,Normal
248,2026-01-11T08:00:00.000Z,singareni-s4,zone-a,EX-201,0.48,0.77,0.01,0.04,1.38,0.05,0.94,16,95,Normal
249,2026-01-11T09:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.89,0.20,0.60,0.10,1.48,0.16,0.02,28,80,Normal
250,2026-01-11T10:00:00.000Z,korba-west-bench,zone-c,TL-301,19.89,6.49,2.52,0.88,8.18,2.33,5.74,71,89,Critical
251,2026-01-11T11:00:00.000Z,raniganj-south-slope,zone-c,SN-101,18.10,6.63,4.45,0.86,8.46,2.40,4.32,92,92,Critical
252,2026-01-11T12:00:00.000Z,raniganj-south-slope,zone-a,EX-201,1.20,0.10,0.33,0.03,0.68,0.00,0.80,38,66,Normal
253,2026-01-11T13:00:00.000Z,raniganj-south-slope,zone-a,EX-201,3.80,0.50,0.24,0.05,0.19,0.19,0.87,26,94,Normal
254,2026-01-11T14:00:00.000Z,jharia-open-pit,zone-c,PZ-401,4.32,0.23,0.77,0.10,0.08,0.19,0.40,31,94,Normal
255,2026-01-11T15:00:00.000Z,jharia-open-pit,zone-d,PZ-401,2.15,0.46,0.02,0.05,0.44,0.14,0.49,17,62,Normal
256,2026-01-11T16:00:00.000Z,korba-west-bench,zone-a,TL-301,2.88,0.13,0.40,0.09,0.26,0.03,0.30,33,92,Normal
257,2026-01-11T17:00:00.000Z,korba-west-bench,zone-d,SN-102,2.22,0.75,0.75,0.02,0.60,0.12,0.79,26,68,Normal
258,2026-01-11T18:00:00.000Z,singareni-s4,zone-b,TL-301,5.93,1.57,1.44,0.56,3.69,0.47,1.93,37,98,Warning
259,2026-01-11T19:00:00.000Z,korba-west-bench,zone-d,PZ-401,27.96,6.59,3.62,1.07,10.06,1.13,5.87,82,70,Critical
260,2026-01-11T20:00:00.000Z,raniganj-south-slope,zone-d,SN-102,1.22,0.17,0.11,0.12,1.21,0.07,1.16,38,68,Normal
261,2026-01-11T21:00:00.000Z,raniganj-south-slope,zone-a,SN-101,2.25,0.43,0.73,0.10,0.33,0.11,0.67,31,69,Normal
262,2026-01-11T22:00:00.000Z,jharia-open-pit,zone-d,TL-301,3.06,0.30,0.70,0.03,0.40,0.01,0.69,19,93,Normal
263,2026-01-11T23:00:00.000Z,raniganj-south-slope,zone-d,EX-201,20.62,6.78,3.06,1.57,11.03,1.09,5.93,57,72,Critical
264,2026-01-12T00:00:00.000Z,korba-west-bench,zone-c,SN-102,3.85,0.23,0.56,0.09,0.78,0.08,0.88,34,88,Normal
265,2026-01-12T01:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,10.10,1.43,2.07,0.31,1.98,0.28,2.86,52,67,Warning
266,2026-01-12T02:00:00.000Z,jharia-open-pit,zone-c,SN-101,8.95,1.41,2.41,0.58,2.10,0.21,2.54,64,98,Warning
267,2026-01-12T03:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0.43,0.68,0.56,0.04,0.92,0.07,0.04,22,75,Normal
268,2026-01-12T04:00:00.000Z,korba-west-bench,zone-b,SN-102,5.20,1.10,1.62,0.25,2.92,0.34,2.29,63,71,Warning
269,2026-01-12T05:00:00.000Z,singareni-s4,zone-d,PZ-401,19.88,6.08,2.51,0.51,6.83,2.53,4.09,94,75,Critical
270,2026-01-12T06:00:00.000Z,korba-west-bench,zone-b,TL-301,0.77,0.41,0.67,0.01,0.77,0.07,0.68,36,95,Normal
271,2026-01-12T07:00:00.000Z,jharia-open-pit,zone-b,PZ-401,8.77,1.57,1.25,0.38,2.20,0.51,2.91,37,83,Warning
272,2026-01-12T08:00:00.000Z,raniganj-south-slope,zone-a,SN-101,3.04,0.74,0.55,0.09,1.12,0.07,0.79,15,91,Normal
273,2026-01-12T09:00:00.000Z,singareni-s4,zone-b,SN-101,5.48,1.01,2.20,0.22,3.84,0.30,1.41,51,81,Warning
274,2026-01-12T10:00:00.000Z,raniganj-south-slope,zone-c,TL-301,7.60,1.13,1.45,0.54,3.00,0.44,1.95,53,79,Warning
275,2026-01-12T11:00:00.000Z,singareni-s4,zone-c,PZ-401,3.59,0.23,0.08,0.15,1.16,0.04,1.03,29,61,Normal
276,2026-01-12T12:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.68,0.51,0.19,0.03,0.29,0.13,0.31,18,95,Normal
277,2026-01-12T13:00:00.000Z,singareni-s4,zone-c,PZ-401,0.37,0.04,0.21,0.05,0.58,0.09,1.04,23,66,Normal
278,2026-01-12T14:00:00.000Z,singareni-s4,zone-a,SN-102,10.40,1.93,1.89,0.42,3.52,0.69,1.97,39,84,Warning
279,2026-01-12T15:00:00.000Z,singareni-s4,zone-c,EX-201,22.76,5.80,5.19,1.29,8.54,0.77,5.42,60,64,Critical
280,2026-01-12T16:00:00.000Z,raniganj-south-slope,zone-d,TL-301,23.38,4.47,3.15,1.41,5.64,1.32,3.55,90,92,Critical
281,2026-01-12T17:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.90,0.49,0.63,0.14,0.26,0.10,1.07,36,86,Normal
282,2026-01-12T18:00:00.000Z,singareni-s4,zone-c,SN-102,9.31,1.55,1.91,0.42,4.01,0.38,2.27,36,64,Warning
283,2026-01-12T19:00:00.000Z,jharia-open-pit,zone-d,EX-201,2.26,0.02,0.41,0.05,1.39,0.11,1.04,36,96,Normal
284,2026-01-12T20:00:00.000Z,korba-west-bench,zone-c,PZ-401,4.20,0.23,0.06,0.11,1.36,0.15,0.47,18,68,Normal
285,2026-01-12T21:00:00.000Z,jharia-open-pit,zone-b,TL-301,17.75,3.04,2.98,1.17,10.89,2.51,5.11,92,83,Critical
286,2026-01-12T22:00:00.000Z,raniganj-south-slope,zone-a,EX-201,4.00,0.50,0.10,0.10,0.38,0.17,1.11,22,77,Normal
287,2026-01-12T23:00:00.000Z,korba-west-bench,zone-c,SN-101,0.26,0.07,0.55,0.09,1.07,0.19,0.87,28,61,Normal
288,2026-01-13T00:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.25,0.06,0.26,0.15,0.39,0.04,0.88,20,79,Normal
289,2026-01-13T01:00:00.000Z,korba-west-bench,zone-a,SN-102,5.38,1.40,1.78,0.30,4.57,0.57,2.45,58,63,Warning
290,2026-01-13T02:00:00.000Z,jharia-open-pit,zone-a,SN-102,4.39,0.80,0.60,0.12,0.67,0.06,0.17,36,63,Normal
291,2026-01-13T03:00:00.000Z,jharia-open-pit,zone-b,EX-201,2.04,0.05,0.80,0.06,1.02,0.07,0.15,33,99,Normal
292,2026-01-13T04:00:00.000Z,korba-west-bench,zone-b,TL-301,5.27,1.61,2.36,0.23,1.88,0.67,1.42,47,73,Warning
293,2026-01-13T05:00:00.000Z,singareni-s4,zone-b,SN-102,9.87,1.31,2.59,0.55,4.34,0.58,1.27,45,65,Warning
294,2026-01-13T06:00:00.000Z,korba-west-bench,zone-a,TL-301,3.40,0.58,0.28,0.01,1.23,0.17,0.67,38,67,Normal
295,2026-01-13T07:00:00.000Z,singareni-s4,zone-c,TL-301,2.42,0.69,0.49,0.05,1.18,0.14,0.39,34,75,Normal
296,2026-01-13T08:00:00.000Z,jharia-open-pit,zone-c,SN-102,18.67,3.85,3.27,0.94,6.20,2.53,5.02,76,62,Critical
297,2026-01-13T09:00:00.000Z,korba-west-bench,zone-d,TL-301,0.50,0.07,0.31,0.03,0.76,0.10,0.53,28,72,Normal
298,2026-01-13T10:00:00.000Z,korba-west-bench,zone-d,EX-201,7.44,1.25,1.26,0.35,3.06,0.58,2.48,63,79,Warning
299,2026-01-13T11:00:00.000Z,raniganj-south-slope,zone-d,TL-301,25.97,4.17,4.96,1.20,10.99,1.98,6.05,86,87,Critical
300,2026-01-13T12:00:00.000Z,singareni-s4,zone-c,PZ-401,2.55,0.53,0.45,0.01,0.82,0.08,0.17,23,94,Normal
301,2026-01-13T13:00:00.000Z,singareni-s4,zone-a,TL-301,1.17,0.80,0.66,0.06,0.74,0.14,0.83,28,76,Normal
302,2026-01-13T14:00:00.000Z,jharia-open-pit,zone-a,SN-101,1.62,0.68,0.73,0.06,0.71,0.06,1.16,30,64,Normal
303,2026-01-13T15:00:00.000Z,singareni-s4,zone-b,TL-301,10.90,2.31,1.92,0.47,3.79,0.28,1.51,64,83,Warning
304,2026-01-13T16:00:00.000Z,raniganj-south-slope,zone-d,SN-101,2.50,0.71,0.32,0.11,1.28,0.18,0.65,17,81,Normal
305,2026-01-13T17:00:00.000Z,singareni-s4,zone-d,SN-101,3.40,0.12,0.73,0.01,0.97,0.11,0.10,30,66,Normal
306,2026-01-13T18:00:00.000Z,korba-west-bench,zone-c,EX-201,1.76,0.14,0.79,0.06,0.75,0.18,0.51,34,91,Normal
307,2026-01-13T19:00:00.000Z,singareni-s4,zone-b,SN-102,22.63,4.34,3.52,0.64,9.99,2.34,3.97,83,91,Critical
308,2026-01-13T20:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.30,0.31,0.46,0.00,0.72,0.02,0.94,29,92,Normal
309,2026-01-13T21:00:00.000Z,singareni-s4,zone-a,SN-102,26.41,4.04,3.72,0.67,8.61,1.05,5.64,87,67,Critical
310,2026-01-13T22:00:00.000Z,singareni-s4,zone-c,SN-102,19.72,3.43,4.43,1.65,9.82,1.95,4.62,79,87,Critical
311,2026-01-13T23:00:00.000Z,raniganj-south-slope,zone-c,TL-301,3.76,0.79,0.30,0.11,0.92,0.02,1.13,17,60,Normal
312,2026-01-14T00:00:00.000Z,singareni-s4,zone-c,TL-301,3.74,0.44,0.02,0.14,0.42,0.05,0.40,19,89,Normal
313,2026-01-14T01:00:00.000Z,jharia-open-pit,zone-b,PZ-401,2.17,0.13,0.74,0.12,1.39,0.04,0.98,34,61,Normal
314,2026-01-14T02:00:00.000Z,jharia-open-pit,zone-c,SN-102,1.77,0.63,0.27,0.09,0.75,0.15,0.30,25,89,Normal
315,2026-01-14T03:00:00.000Z,raniganj-south-slope,zone-c,SN-102,4.22,0.10,0.18,0.12,0.13,0.20,0.80,15,86,Normal
316,2026-01-14T04:00:00.000Z,jharia-open-pit,zone-b,SN-101,4.49,0.46,0.31,0.02,0.86,0.17,0.83,25,80,Normal
317,2026-01-14T05:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,6.62,1.08,2.48,0.60,1.50,0.51,1.60,38,65,Warning
318,2026-01-14T06:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.66,0.33,0.63,0.06,1.12,0.01,0.06,24,74,Normal
319,2026-01-14T07:00:00.000Z,jharia-open-pit,zone-c,PZ-401,4.46,0.40,0.25,0.10,1.07,0.11,0.43,20,95,Normal
320,2026-01-14T08:00:00.000Z,korba-west-bench,zone-c,SN-102,6.49,1.81,1.80,0.49,1.85,0.64,1.98,46,83,Warning
321,2026-01-14T09:00:00.000Z,korba-west-bench,zone-c,SN-101,8.10,1.26,1.18,0.44,2.54,0.73,1.77,62,92,Warning
322,2026-01-14T10:00:00.000Z,singareni-s4,zone-d,SN-102,0.63,0.32,0.26,0.05,0.50,0.05,0.98,19,69,Normal
323,2026-01-14T11:00:00.000Z,jharia-open-pit,zone-a,SN-102,2.75,0.13,0.01,0.14,0.21,0.09,0.28,29,69,Normal
324,2026-01-14T12:00:00.000Z,jharia-open-pit,zone-c,SN-101,1.55,0.48,0.53,0.06,1.06,0.04,0.73,32,61,Normal
325,2026-01-14T13:00:00.000Z,singareni-s4,zone-a,SN-102,1.77,0.48,0.52,0.01,0.13,0.07,0.93,18,75,Normal
326,2026-01-14T14:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,10.16,2.15,0.95,0.28,2.08,0.31,1.36,50,66,Warning
327,2026-01-14T15:00:00.000Z,jharia-open-pit,zone-c,SN-102,2.67,0.66,0.20,0.04,1.45,0.04,1.06,15,82,Normal
328,2026-01-14T16:00:00.000Z,raniganj-south-slope,zone-b,SN-101,1.80,0.53,0.65,0.15,1.37,0.10,0.19,22,98,Normal
329,2026-01-14T17:00:00.000Z,raniganj-south-slope,zone-b,SN-102,1.20,0.50,0.22,0.09,0.33,0.20,0.26,15,95,Normal
330,2026-01-14T18:00:00.000Z,singareni-s4,zone-d,SN-102,0.53,0.67,0.40,0.10,1.01,0.19,1.04,37,69,Normal
331,2026-01-14T19:00:00.000Z,jharia-open-pit,zone-c,SN-101,7.04,1.64,2.59,0.38,2.57,0.47,2.62,36,86,Warning
332,2026-01-14T20:00:00.000Z,raniganj-south-slope,zone-c,SN-101,2.73,0.08,0.48,0.04,0.38,0.01,0.65,33,76,Normal
333,2026-01-14T21:00:00.000Z,korba-west-bench,zone-b,TL-301,0.41,0.36,0.18,0.02,1.31,0.15,0.04,32,70,Normal
334,2026-01-14T22:00:00.000Z,korba-west-bench,zone-c,SN-102,1.09,0.12,0.14,0.04,0.11,0.11,0.08,19,75,Normal
335,2026-01-14T23:00:00.000Z,jharia-open-pit,zone-c,SN-101,3.59,0.18,0.16,0.13,0.11,0.14,0.84,27,64,Normal
336,2026-01-15T00:00:00.000Z,singareni-s4,zone-c,SN-101,12.39,5.53,4.55,1.44,9.98,1.60,6.17,85,74,Critical
337,2026-01-15T01:00:00.000Z,raniganj-south-slope,zone-b,EX-201,21.24,6.74,3.47,1.55,9.29,2.45,4.30,63,95,Critical
338,2026-01-15T02:00:00.000Z,jharia-open-pit,zone-b,SN-101,1.95,0.04,0.60,0.04,0.72,0.02,0.32,29,91,Normal
339,2026-01-15T03:00:00.000Z,korba-west-bench,zone-d,EX-201,0.20,0.07,0.56,0.09,0.28,0.13,0.86,27,65,Normal
340,2026-01-15T04:00:00.000Z,korba-west-bench,zone-d,TL-301,4.14,0.30,0.68,0.11,1.04,0.04,0.94,38,92,Normal
341,2026-01-15T05:00:00.000Z,korba-west-bench,zone-d,PZ-401,3.29,0.74,0.58,0.00,1.42,0.19,0.38,34,75,Normal
342,2026-01-15T06:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.12,0.54,0.45,0.02,1.00,0.15,0.60,15,72,Normal
343,2026-01-15T07:00:00.000Z,korba-west-bench,zone-c,SN-101,2.37,0.74,0.02,0.05,0.68,0.17,0.34,32,82,Normal
344,2026-01-15T08:00:00.000Z,singareni-s4,zone-b,EX-201,1.55,0.34,0.26,0.05,0.90,0.14,0.61,21,82,Normal
345,2026-01-15T09:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.43,0.50,0.24,0.00,1.24,0.00,0.82,39,61,Normal
346,2026-01-15T10:00:00.000Z,jharia-open-pit,zone-b,EX-201,5.38,1.48,2.25,0.25,2.92,0.61,2.80,42,63,Warning
347,2026-01-15T11:00:00.000Z,korba-west-bench,zone-a,SN-102,18.95,4.49,3.36,0.68,10.50,2.51,4.46,94,97,Critical
348,2026-01-15T12:00:00.000Z,korba-west-bench,zone-b,SN-102,3.43,0.49,0.49,0.14,0.06,0.13,,18,79,Normal
349,2026-01-15T13:00:00.000Z,singareni-s4,zone-a,PZ-401,3.90,0.15,0.46,0.09,0.52,0.17,0.48,15,64,Normal
350,2026-01-15T14:00:00.000Z,jharia-open-pit,zone-a,PZ-401,8.24,1.99,1.87,0.26,1.97,0.61,1.86,39,86,Warning
351,2026-01-15T15:00:00.000Z,singareni-s4,zone-b,EX-201,12.80,4.25,2.78,1.29,4.81,1.29,3.28,55,72,Critical
352,2026-01-15T16:00:00.000Z,singareni-s4,zone-b,SN-102,2.04,0.45,0.36,0.01,0.88,0.06,0.29,26,97,Normal
353,2026-01-15T17:00:00.000Z,korba-west-bench,zone-d,SN-102,3.82,0.73,0.22,0.15,1.44,0.16,0.87,,95,Normal
354,2026-01-15T18:00:00.000Z,raniganj-south-slope,zone-a,SN-102,1.63,0.17,0.71,0.11,1.05,0.18,0.04,30,79,Normal
355,2026-01-15T19:00:00.000Z,korba-west-bench,zone-b,TL-301,6.56,2.34,2.50,0.15,4.42,0.40,2.86,64,87,Warning
356,2026-01-15T20:00:00.000Z,singareni-s4,zone-a,EX-201,0.32,0.60,0.35,0.02,0.58,0.07,0.55,37,86,Normal
357,2026-01-15T21:00:00.000Z,jharia-open-pit,zone-c,SN-101,1.55,0.61,0.79,0.15,0.39,0.01,0.65,22,94,Normal
358,2026-01-15T22:00:00.000Z,singareni-s4,zone-a,TL-301,6.28,2.30,0.97,0.23,2.73,0.40,1.95,41,72,Warning
359,2026-01-15T23:00:00.000Z,korba-west-bench,zone-b,PZ-401,2.80,0.39,0.31,0.02,0.12,0.19,0.13,28,88,Normal
360,2026-01-16T00:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.44,0.59,0.09,0.03,1.42,0.16,1.07,22,91,Normal
361,2026-01-16T01:00:00.000Z,jharia-open-pit,zone-c,PZ-401,0.31,0.63,0.04,0.04,1.26,0.16,0.78,33,75,Normal
362,2026-01-16T02:00:00.000Z,korba-west-bench,zone-a,PZ-401,5.66,1.81,1.02,0.58,3.10,0.47,2.29,40,97,Warning
363,2026-01-16T03:00:00.000Z,singareni-s4,zone-c,EX-201,5.48,1.08,2.00,0.47,2.53,0.59,2.96,35,71,Warning
364,2026-01-16T04:00:00.000Z,korba-west-bench,zone-d,SN-101,0.20,0.38,0.06,0.06,0.40,0.02,0.72,28,98,Normal
365,2026-01-16T05:00:00.000Z,raniganj-south-slope,zone-b,SN-102,4.17,0.31,0.01,0.02,0.04,0.17,0.44,21,81,Normal
366,2026-01-16T06:00:00.000Z,korba-west-bench,zone-b,TL-301,0.68,0.54,0.23,0.02,1.15,0.08,0.17,28,76,Normal
367,2026-01-16T07:00:00.000Z,raniganj-south-slope,zone-c,TL-301,7.71,1.97,0.89,0.51,3.58,0.56,1.59,57,80,Warning
368,2026-01-16T08:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.01,0.23,0.66,0.10,0.30,0.08,0.90,32,80,Normal
369,2026-01-16T09:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.83,0.50,0.12,0.01,0.91,0.16,0.75,38,86,Normal
370,2026-01-16T10:00:00.000Z,jharia-open-pit,zone-a,SN-101,6.69,2.19,1.63,0.26,4.40,0.31,1.83,54,90,Warning
371,2026-01-16T11:00:00.000Z,raniganj-south-slope,zone-d,TL-301,3.68,0.45,0.23,0.09,0.53,0.16,0.09,31,71,Normal
372,2026-01-16T12:00:00.000Z,singareni-s4,zone-a,PZ-401,2.88,0.32,0.56,0.10,0.00,0.13,0.24,16,96,Normal
373,2026-01-16T13:00:00.000Z,raniganj-south-slope,zone-c,TL-301,10.78,1.31,2.49,0.28,2.79,0.74,2.02,49,92,Warning
374,2026-01-16T14:00:00.000Z,jharia-open-pit,zone-b,EX-201,7.17,2.27,0.93,0.23,3.00,0.24,2.67,57,89,Warning
